asset_id,asset_type,segment,business_criticality,data_sensitivity,internet_exposed,privileged_access,cvss_score,epss_score,known_exploited,kev_ransomware,kev_age_days,kev_overdue,patch_age_days,open_ports,failed_logins_7d,external_alerts_30d,edr_coverage,risk_score,risk_label
A01364,server,dmz,medium,internal,1,1,5.1,0.33,0,0,0,0,66,6,26,4,full,64.7,high
A01365,database,cloud,medium,internal,1,0,6.5,0.254,0,0,0,0,616,4,26,2,none,73.6,critical
A01366,database,server_lan,critical,public,0,1,7.3,0.392,0,0,0,0,38,8,9,0,partial,45.8,medium
A01367,server,user_lan,low,internal,1,1,5.8,0.326,0,0,0,0,46,8,21,4,partial,53.3,high
A01368,server,server_lan,high,internal,1,0,4.6,0.201,0,0,0,0,162,5,16,1,full,34.3,medium
A01369,server,user_lan,medium,internal,1,1,5.4,0.2,1,1,13,1,49,14,22,4,full,78.8,critical
A01370,workstation,user_lan,high,internal,0,1,5.5,0.525,0,0,0,0,23,4,3,2,partial,49.4,medium
A01371,server,cloud,low,internal,1,0,8.1,0.404,0,0,0,0,5,13,24,2,partial,40.1,medium
A01372,firewall,dmz,medium,confidential,1,1,5.4,0.328,0,0,0,0,32,12,30,5,full,63.1,high
A01373,workstation,ot,low,restricted,0,0,9.2,0.27,0,0,0,0,5,2,6,2,none,31.2,medium
A01374,cloud_vm,user_lan,critical,confidential,1,0,5.1,0.586,0,0,0,0,245,4,24,4,full,46.0,medium
A01375,firewall,server_lan,low,confidential,1,0,3.2,0.21,0,0,0,0,503,9,24,1,none,39.4,medium
A01376,server,server_lan,low,confidential,0,1,7.6,0.203,0,0,0,0,30,2,11,1,full,31.5,medium
A01377,web_app,server_lan,critical,public,0,0,6.2,0.3,0,0,0,0,52,4,10,2,full,14.5,low
A01378,cloud_vm,cloud,medium,internal,1,0,8.7,0.521,1,1,290,1,530,12,29,3,full,78.6,critical
A01379,web_app,server_lan,medium,public,1,0,5.6,0.525,0,0,0,0,21,10,19,4,partial,33.8,medium
A01380,workstation,user_lan,low,internal,0,0,7.4,0.269,0,0,0,0,289,4,1,1,full,10.7,low
A01381,workstation,user_lan,high,restricted,0,0,8.4,0.167,0,0,0,0,381,4,8,0,full,40.1,medium
A01382,server,cloud,low,internal,1,1,7.5,0.365,0,0,0,0,159,11,27,3,full,56.5,high
A01383,database,user_lan,medium,restricted,1,1,4.6,0.172,0,0,0,0,272,12,27,3,full,74.6,critical
A01384,firewall,cloud,medium,public,1,0,5.9,0.266,0,0,0,0,687,13,20,3,partial,66.7,high
A01385,firewall,server_lan,medium,internal,1,0,4.3,0.153,1,1,487,1,43,8,13,7,full,49.0,medium
A01386,server,cloud,low,internal,1,0,1.3,0.378,0,0,0,0,361,4,20,8,full,50.3,medium
A01387,web_app,server_lan,low,public,0,0,3.8,0.502,0,0,0,0,221,7,5,3,partial,9.4,low
A01388,workstation,dmz,high,internal,1,0,3.7,0.348,0,0,0,0,94,5,23,4,full,48.1,medium
A01389,cloud_vm,ot,low,confidential,0,0,6.0,0.33,0,0,0,0,302,6,3,2,none,29.8,medium
A01390,server,server_lan,low,internal,1,0,8.4,0.361,0,0,0,0,13,8,26,2,partial,47.4,medium
A01391,firewall,dmz,medium,restricted,1,0,7.9,0.483,1,0,183,0,6,6,24,6,partial,75.5,critical
A01392,cloud_vm,user_lan,medium,restricted,0,0,8.6,0.488,0,0,0,0,466,4,6,1,partial,42.9,medium
A01393,server,server_lan,high,internal,1,0,6.8,0.166,0,0,0,0,56,8,20,3,full,42.4,medium
A01394,server,dmz,medium,restricted,1,0,5.7,0.303,0,0,0,0,31,7,23,6,partial,68.6,high
A01395,cloud_vm,user_lan,high,public,1,0,6.6,0.312,0,0,0,0,318,11,24,2,full,51.3,medium
A01396,server,cloud,high,internal,1,0,5.1,0.431,0,0,0,0,582,5,19,5,partial,83.3,critical
A01397,database,cloud,high,internal,1,0,7.3,0.307,0,0,0,0,246,11,31,4,full,75.6,critical
A01398,cloud_vm,server_lan,high,confidential,1,0,9.3,0.185,0,0,0,0,27,6,13,1,full,50.0,medium
A01399,database,user_lan,low,internal,0,0,4.4,0.24,0,0,0,0,491,4,9,0,partial,5.4,low
A01400,workstation,cloud,critical,confidential,1,0,6.0,0.385,0,0,0,0,7,6,22,5,partial,60.7,high
A01401,workstation,server_lan,high,restricted,0,0,3.8,0.3,0,0,0,0,15,4,4,2,full,29.9,medium
A01402,server,server_lan,medium,internal,1,0,3.5,0.172,0,0,0,0,345,6,18,5,partial,56.5,high
A01403,firewall,dmz,low,confidential,1,0,6.2,0.471,0,0,0,0,460,13,18,4,none,76.9,critical
A01404,workstation,user_lan,low,internal,0,0,4.9,0.322,0,0,0,0,570,3,11,0,full,27.7,medium
A01405,server,server_lan,medium,internal,1,0,5.9,0.406,0,0,0,0,401,8,21,4,full,38.7,medium
A01406,workstation,cloud,medium,internal,1,0,8.8,0.299,0,0,0,0,528,4,18,3,full,51.2,medium
A01407,firewall,ot,high,internal,1,0,6.7,0.438,0,0,0,0,466,12,25,1,full,51.8,high
A01408,server,server_lan,medium,internal,0,0,8.7,0.73,1,0,197,0,5,3,11,1,full,45.2,medium
A01409,cloud_vm,user_lan,medium,confidential,1,0,9.0,0.323,0,0,0,0,440,3,29,1,partial,53.6,high
A01410,web_app,server_lan,low,internal,1,0,5.4,0.34,0,0,0,0,46,8,12,3,full,24.5,medium
A01411,cloud_vm,dmz,low,public,0,1,6.0,0.148,0,0,0,0,6,2,11,1,full,0.7,low
A01412,firewall,cloud,low,confidential,0,1,7.8,0.142,0,0,0,0,9,2,6,1,partial,28.6,medium
A01413,cloud_vm,user_lan,high,confidential,0,0,7.5,0.625,0,0,0,0,3,5,11,1,partial,44.0,medium
A01414,firewall,ot,medium,restricted,1,0,7.2,0.37,0,0,0,0,93,5,18,6,full,55.6,high
A01415,server,user_lan,critical,internal,0,1,5.6,0.169,0,0,0,0,581,4,7,2,full,33.4,medium
A01416,cloud_vm,server_lan,high,confidential,0,0,5.6,0.233,0,0,0,0,27,4,9,1,full,22.1,low
A01417,database,user_lan,high,internal,0,1,7.2,0.408,1,1,192,1,362,4,11,5,partial,87.7,critical
A01418,database,server_lan,medium,confidential,0,1,5.7,0.208,0,0,0,0,35,2,15,2,partial,36.6,medium
A01419,cloud_vm,cloud,high,internal,1,0,8.5,0.537,0,0,0,0,620,9,19,5,full,66.7,high
A01420,firewall,user_lan,critical,public,0,1,5.1,0.284,0,0,0,0,722,3,7,1,full,31.1,medium
A01421,web_app,server_lan,high,restricted,0,1,5.1,0.469,0,0,0,0,508,6,6,0,full,50.2,medium
A01422,database,user_lan,low,confidential,0,0,7.5,0.403,0,0,0,0,347,5,11,2,full,27.2,medium
A01423,workstation,user_lan,high,confidential,1,0,6.0,0.359,0,0,0,0,8,9,17,4,partial,68.6,high
A01424,workstation,cloud,low,internal,0,0,6.9,0.372,0,0,0,0,50,7,9,2,partial,35.3,medium
A01425,workstation,dmz,low,confidential,1,0,6.6,0.861,0,0,0,0,54,7,18,3,partial,49.0,medium
A01426,workstation,dmz,high,public,1,0,1.7,0.091,0,0,0,0,322,7,13,5,partial,49.9,medium
A01427,server,dmz,high,internal,1,0,4.4,0.356,0,0,0,0,221,6,15,2,full,47.0,medium
A01428,server,server_lan,low,public,0,1,5.6,0.559,0,0,0,0,31,5,8,2,full,27.5,medium
A01429,cloud_vm,user_lan,low,public,0,0,7.6,0.232,0,0,0,0,55,6,12,1,full,15.0,low
A01430,workstation,dmz,critical,public,1,0,7.4,0.725,1,0,905,1,44,11,18,3,full,71.0,high
A01431,firewall,server_lan,low,confidential,0,0,5.7,0.236,0,0,0,0,5,5,11,0,full,18.8,low
A01432,web_app,user_lan,low,internal,0,0,5.2,0.419,0,0,0,0,35,3,12,3,partial,27.0,medium
A01433,server,dmz,high,confidential,1,1,4.2,0.213,0,0,0,0,53,10,21,1,full,55.6,high
A01434,server,ot,high,restricted,1,0,3.3,0.104,0,0,0,0,43,7,27,2,partial,70.4,high
A01435,server,user_lan,medium,public,1,0,7.0,0.341,0,0,0,0,57,16,35,2,full,26.7,medium
A01436,firewall,server_lan,medium,confidential,0,1,6.0,0.173,0,0,0,0,400,9,7,2,partial,29.4,medium
A01437,server,user_lan,medium,internal,1,1,3.7,0.485,1,0,167,1,326,5,28,8,full,70.6,high
A01438,database,server_lan,low,restricted,1,0,5.1,0.506,0,0,0,0,48,14,22,2,none,72.7,critical
A01439,firewall,cloud,high,internal,1,0,7.7,0.238,0,0,0,0,0,8,24,4,full,46.5,medium
A01440,firewall,user_lan,high,internal,1,1,5.6,0.233,0,0,0,0,56,8,27,2,partial,62.3,high
A01441,server,user_lan,medium,internal,1,1,6.7,0.487,0,0,0,0,14,17,23,3,full,57.5,high
A01442,server,ot,low,restricted,1,0,7.6,0.326,0,0,0,0,20,14,16,2,partial,47.7,medium
A01443,server,cloud,low,internal,1,0,7.1,0.433,0,0,0,0,673,17,25,4,partial,71.0,high
A01444,server,cloud,low,confidential,0,1,5.2,0.159,0,0,0,0,36,4,6,2,full,25.0,medium
A01445,server,server_lan,low,public,0,1,7.8,0.456,0,0,0,0,208,5,8,1,partial,27.6,medium
A01446,database,server_lan,low,confidential,0,1,4.1,0.176,0,0,0,0,19,3,7,2,none,59.7,high
A01447,cloud_vm,user_lan,high,internal,1,0,8.9,0.353,0,0,0,0,22,5,14,2,full,33.9,medium
A01448,database,user_lan,low,public,0,0,4.2,0.261,0,0,0,0,35,6,10,0,full,0.0,low
A01449,web_app,user_lan,high,public,0,0,6.5,0.252,0,0,0,0,56,7,9,0,full,29.4,medium
A01450,server,cloud,medium,internal,1,0,7.0,0.339,0,0,0,0,31,10,21,3,full,41.6,medium
A01451,cloud_vm,server_lan,high,confidential,1,0,7.9,0.492,0,0,0,0,38,7,22,6,full,64.2,high
A01452,web_app,server_lan,critical,confidential,1,0,7.6,0.589,0,0,0,0,17,6,24,6,partial,70.7,high
A01453,cloud_vm,user_lan,medium,public,0,1,8.6,0.216,0,0,0,0,32,4,7,0,full,22.0,low
A01454,firewall,server_lan,low,internal,1,1,5.1,0.437,0,0,0,0,655,7,33,6,partial,57.2,high
A01455,workstation,user_lan,high,public,0,0,7.2,0.314,0,0,0,0,3,3,7,0,full,5.2,low
A01456,server,cloud,low,confidential,0,1,4.8,0.674,1,0,205,0,13,5,7,3,full,46.2,medium
A01457,server,user_lan,low,confidential,0,0,5.5,0.454,0,0,0,0,14,6,13,1,full,25.1,medium
A01458,workstation,cloud,low,restricted,0,0,7.6,0.251,0,0,0,0,43,4,8,1,partial,25.3,medium
A01459,firewall,user_lan,critical,restricted,0,1,5.7,0.257,0,0,0,0,43,4,8,0,none,55.7,high
A01460,workstation,user_lan,low,internal,1,0,8.6,0.214,0,0,0,0,52,10,16,2,full,29.1,medium
A01461,cloud_vm,server_lan,medium,internal,1,0,7.9,0.163,0,0,0,0,315,12,21,3,full,53.5,high
A01462,database,cloud,medium,restricted,0,1,8.2,0.588,1,0,555,1,68,5,11,2,partial,62.1,high
A01463,server,user_lan,high,public,1,1,5.0,0.302,0,0,0,0,18,5,23,1,full,53.0,high
A01464,workstation,server_lan,low,public,0,0,6.6,0.301,0,0,0,0,328,4,3,2,full,29.2,medium
A01465,web_app,user_lan,high,internal,1,0,3.9,0.201,0,0,0,0,54,10,26,9,full,63.8,high
A01466,web_app,cloud,high,confidential,1,0,6.8,0.257,0,0,0,0,30,5,15,2,partial,57.7,high
A01467,workstation,server_lan,medium,confidential,0,0,4.2,0.424,0,0,0,0,6,5,5,2,full,24.0,medium
A01468,server,cloud,medium,restricted,0,0,5.4,0.288,0,0,0,0,267,4,3,0,full,35.5,medium
A01469,web_app,ot,high,internal,0,1,4.0,0.116,0,0,0,0,707,4,3,4,full,34.5,medium
A01470,server,cloud,high,internal,1,0,7.3,0.551,0,0,0,0,297,11,22,8,full,62.1,high
A01471,firewall,server_lan,medium,internal,1,1,3.8,0.074,0,0,0,0,23,7,27,6,partial,77.7,critical
A01472,server,user_lan,medium,confidential,0,0,6.9,0.253,0,0,0,0,630,9,6,0,full,32.5,medium
A01473,server,ot,low,public,0,1,2.9,0.475,0,0,0,0,215,7,7,0,partial,35.0,medium
A01474,database,user_lan,low,restricted,1,1,5.8,0.283,0,0,0,0,714,7,24,3,full,74.3,critical
A01475,database,dmz,low,internal,1,1,6.4,0.313,0,0,0,0,360,12,23,3,full,58.8,high
A01476,database,dmz,low,confidential,1,1,8.8,0.321,0,0,0,0,471,9,14,3,partial,81.7,critical
A01477,workstation,cloud,low,confidential,0,0,6.1,0.331,0,0,0,0,72,5,6,2,full,10.2,low
A01478,firewall,user_lan,high,internal,1,0,6.6,0.309,0,0,0,0,48,7,22,4,full,26.6,medium
A01479,database,server_lan,high,confidential,0,0,8.0,0.315,0,0,0,0,271,7,10,2,full,33.4,medium
A01480,database,server_lan,high,internal,1,0,6.0,0.366,0,0,0,0,13,12,28,4,full,79.2,critical
A01481,workstation,cloud,medium,confidential,0,0,4.5,0.226,0,0,0,0,494,5,8,1,full,21.1,low
A01482,server,user_lan,medium,confidential,0,0,3.5,0.202,0,0,0,0,3,9,11,2,partial,33.3,medium
A01483,web_app,cloud,low,confidential,1,0,6.9,0.213,0,0,0,0,307,9,25,3,full,47.7,medium
A01484,server,cloud,high,public,1,1,4.8,0.129,0,0,0,0,424,10,22,3,full,80.8,critical
A01485,web_app,ot,low,restricted,1,1,8.7,0.241,0,0,0,0,52,12,25,4,full,45.9,medium
A01486,server,cloud,medium,restricted,1,1,4.5,0.304,0,0,0,0,37,6,24,3,full,59.0,high
A01487,firewall,server_lan,critical,confidential,0,0,6.6,0.147,0,0,0,0,40,5,8,0,none,61.0,high
A01488,database,user_lan,high,restricted,0,0,4.4,0.689,0,0,0,0,534,4,11,0,partial,45.0,medium
A01489,cloud_vm,dmz,low,internal,1,1,5.1,0.203,0,0,0,0,200,8,19,3,partial,72.9,critical
A01490,database,ot,high,internal,0,1,4.3,0.349,0,0,0,0,213,5,12,2,none,62.5,high
A01491,server,server_lan,low,internal,1,1,3.4,0.279,0,0,0,0,256,5,22,3,partial,49.1,medium
A01492,cloud_vm,user_lan,low,public,0,0,6.6,0.262,0,0,0,0,28,4,11,2,full,0.0,low
A01493,web_app,cloud,low,internal,0,1,7.8,0.454,0,0,0,0,15,8,7,1,partial,22.5,low
A01494,cloud_vm,server_lan,low,confidential,0,0,5.2,0.584,0,0,0,0,4,4,8,1,partial,18.7,low
A01495,workstation,cloud,high,public,1,0,7.3,0.293,0,0,0,0,627,9,23,3,partial,52.2,high
A01496,web_app,dmz,medium,internal,1,0,4.7,0.348,0,0,0,0,619,9,28,2,partial,65.2,high
A01497,cloud_vm,user_lan,low,confidential,0,0,5.6,0.258,0,0,0,0,706,1,4,1,full,12.6,low
A01498,web_app,user_lan,critical,confidential,1,0,7.9,0.219,0,0,0,0,43,12,18,2,full,67.5,high
A01499,workstation,server_lan,medium,restricted,0,0,7.2,0.216,0,0,0,0,201,2,9,2,full,24.4,medium
A01500,web_app,user_lan,medium,internal,0,0,3.7,0.215,0,0,0,0,724,2,8,1,full,10.8,low
A01501,web_app,ot,medium,restricted,1,0,4.5,0.388,0,0,0,0,89,10,25,5,none,75.3,critical
A01502,firewall,server_lan,medium,public,1,0,4.6,0.436,0,0,0,0,535,6,29,5,none,66.9,high
A01503,workstation,user_lan,medium,public,0,0,7.4,0.368,0,0,0,0,16,9,7,1,full,26.9,medium
A01504,workstation,cloud,medium,confidential,0,1,8.2,0.261,0,0,0,0,126,5,3,1,full,45.5,medium
A01505,cloud_vm,cloud,critical,internal,1,0,8.8,0.293,0,0,0,0,37,12,28,4,full,66.5,high
A01506,database,dmz,medium,confidential,1,0,4.9,0.651,0,0,0,0,15,6,20,4,none,68.1,high
A01507,web_app,ot,medium,internal,1,0,5.3,0.218,0,0,0,0,411,8,19,4,partial,80.0,critical
A01508,workstation,dmz,low,public,1,0,7.3,0.212,0,0,0,0,45,9,21,0,full,38.3,medium
A01509,server,user_lan,high,internal,0,0,4.6,0.164,0,0,0,0,36,4,10,4,full,16.6,low
A01510,cloud_vm,user_lan,medium,public,0,0,8.7,0.174,0,0,0,0,568,5,3,1,partial,17.9,low
A01511,server,cloud,low,internal,0,0,5.6,0.392,0,0,0,0,322,5,3,3,full,23.6,medium
A01512,server,server_lan,critical,public,1,0,7.1,0.493,0,0,0,0,17,8,30,3,full,61.9,high
A01513,web_app,server_lan,medium,internal,0,1,5.3,0.256,0,0,0,0,613,6,5,1,full,40.8,medium
A01514,cloud_vm,cloud,low,confidential,1,0,5.6,0.401,0,0,0,0,15,7,21,2,full,56.1,high
A01515,cloud_vm,server_lan,low,public,0,0,9.2,0.211,0,0,0,0,57,8,7,2,full,7.5,low
A01516,workstation,user_lan,medium,confidential,0,1,5.5,0.124,0,0,0,0,52,3,7,1,full,6.2,low
A01517,server,cloud,critical,confidential,0,0,5.3,0.284,0,0,0,0,23,4,6,1,full,22.9,low
A01518,firewall,user_lan,medium,internal,0,1,6.0,0.145,0,0,0,0,701,1,12,0,partial,27.3,medium
A01519,server,server_lan,low,internal,1,0,6.4,0.236,0,0,0,0,657,9,25,2,partial,64.8,high
A01520,server,server_lan,medium,confidential,0,1,6.5,0.34,0,0,0,0,50,7,4,0,full,23.0,low
A01521,workstation,ot,medium,restricted,0,0,5.3,0.258,0,0,0,0,389,8,13,0,none,59.2,high
A01522,database,user_lan,low,public,0,0,4.4,0.195,0,0,0,0,681,5,12,1,full,15.1,low
A01523,cloud_vm,dmz,high,confidential,1,0,5.3,0.152,0,0,0,0,11,9,31,4,full,41.4,medium
A01524,cloud_vm,server_lan,low,public,0,0,7.0,0.264,0,0,0,0,27,4,3,1,full,8.2,low
A01525,web_app,server_lan,critical,internal,0,1,7.2,0.141,0,0,0,0,25,6,5,1,partial,60.5,high
A01526,server,ot,high,internal,1,1,6.0,0.411,0,0,0,0,210,10,25,5,none,100.0,critical
A01527,workstation,server_lan,low,public,1,1,6.6,0.259,0,0,0,0,724,8,26,4,full,45.9,medium
A01528,database,dmz,high,public,1,0,4.4,0.396,0,0,0,0,611,10,22,3,full,54.7,high
A01529,server,user_lan,high,public,0,0,6.7,0.253,0,0,0,0,138,3,11,4,partial,28.9,medium
A01530,workstation,dmz,medium,public,1,0,6.1,0.443,0,0,0,0,37,11,21,3,partial,59.2,high
A01531,workstation,server_lan,medium,confidential,0,0,6.0,0.492,0,0,0,0,15,5,10,1,partial,30.2,medium
A01532,server,ot,low,public,1,1,6.5,0.208,0,0,0,0,19,5,10,3,none,44.2,medium
A01533,database,user_lan,low,confidential,0,1,5.2,0.223,0,0,0,0,46,6,11,2,full,20.9,low
A01534,web_app,dmz,high,restricted,1,0,5.6,0.445,0,0,0,0,21,10,13,3,full,67.8,high
A01535,server,user_lan,low,internal,1,0,2.4,0.217,0,0,0,0,27,8,20,2,full,30.9,medium
A01536,database,server_lan,low,public,1,1,5.2,0.461,0,0,0,0,726,10,25,5,full,48.2,medium
A01537,cloud_vm,dmz,medium,internal,1,0,4.4,0.263,0,0,0,0,206,8,21,5,full,45.2,medium
A01538,cloud_vm,user_lan,low,restricted,1,0,7.9,0.249,0,0,0,0,40,7,24,4,full,54.9,high
A01539,cloud_vm,user_lan,high,internal,1,0,5.7,0.18,0,0,0,0,14,8,18,3,partial,58.1,high
A01540,workstation,cloud,high,public,1,1,6.4,0.608,1,0,27,1,59,14,24,8,full,89.3,critical
A01541,cloud_vm,cloud,high,restricted,0,0,7.7,0.146,0,0,0,0,634,4,6,3,full,43.8,medium
A01542,workstation,server_lan,low,internal,1,0,7.5,0.183,0,0,0,0,658,8,21,4,partial,56.2,high
A01543,workstation,ot,medium,internal,1,0,5.7,0.285,0,0,0,0,6,10,11,3,none,51.9,high
A01544,server,user_lan,high,restricted,1,1,7.9,0.733,0,0,0,0,602,7,22,5,full,77.0,critical
A01545,database,server_lan,medium,restricted,1,1,5.9,0.221,0,0,0,0,522,6,26,5,partial,63.9,high
A01546,workstation,cloud,high,internal,1,0,3.7,0.478,1,0,352,1,509,10,16,7,full,70.7,high
A01547,workstation,dmz,medium,internal,0,0,6.5,0.274,0,0,0,0,5,1,10,2,full,17.9,low
A01548,cloud_vm,user_lan,medium,internal,0,0,7.5,0.287,1,1,499,0,14,4,6,5,full,32.4,medium
A01549,workstation,cloud,low,public,1,0,7.4,0.6,1,0,88,1,49,14,28,6,full,66.2,high
A01550,workstation,server_lan,high,internal,0,0,7.4,0.147,0,0,0,0,57,5,9,0,full,34.9,medium
A01551,server,cloud,low,internal,1,1,5.0,0.104,0,0,0,0,4,11,25,5,full,52.6,high
A01552,workstation,server_lan,high,confidential,0,0,5.9,0.46,0,0,0,0,694,3,4,3,full,42.2,medium
A01553,workstation,cloud,medium,confidential,0,0,5.6,0.176,0,0,0,0,512,4,7,1,full,16.2,low
A01554,workstation,dmz,low,restricted,1,0,4.6,0.494,0,0,0,0,666,6,28,5,partial,76.5,critical
A01555,server,server_lan,high,restricted,1,1,7.6,0.357,0,0,0,0,46,5,27,6,partial,84.7,critical
A01556,cloud_vm,server_lan,medium,public,0,0,6.2,0.309,0,0,0,0,44,3,7,0,full,10.5,low
A01557,firewall,cloud,low,public,1,0,7.7,0.519,1,1,391,0,5,5,23,5,none,81.9,critical
A01558,database,server_lan,critical,internal,1,0,5.5,0.176,0,0,0,0,382,6,20,2,full,51.1,medium
A01559,web_app,cloud,high,internal,1,0,8.5,0.624,0,0,0,0,193,3,23,5,partial,57.1,high
A01560,cloud_vm,server_lan,medium,public,0,0,2.5,0.255,0,0,0,0,22,4,12,1,full,0.5,low
A01561,firewall,user_lan,high,confidential,1,0,3.3,0.214,0,0,0,0,464,12,24,6,partial,69.3,high
A01562,web_app,server_lan,medium,internal,0,1,5.4,0.368,0,0,0,0,59,4,7,1,none,28.1,medium
A01563,cloud_vm,dmz,medium,public,1,1,7.0,0.223,0,0,0,0,15,5,17,2,full,40.9,medium
A01564,cloud_vm,ot,low,internal,1,1,8.5,0.223,0,0,0,0,58,7,23,5,partial,57.8,high
A01565,cloud_vm,user_lan,low,restricted,0,0,5.6,0.17,0,0,0,0,601,7,9,0,full,29.1,medium
A01566,database,user_lan,medium,confidential,0,1,7.1,0.347,0,0,0,0,665,11,9,1,none,70.8,high
A01567,server,user_lan,medium,public,0,1,7.4,0.403,0,0,0,0,25,9,7,0,full,40.7,medium
A01568,server,user_lan,high,internal,0,0,6.6,0.222,0,0,0,0,45,3,4,0,full,42.3,medium
A01569,database,user_lan,medium,restricted,0,1,3.9,0.313,0,0,0,0,11,3,9,3,full,39.0,medium
A01570,database,cloud,medium,public,0,1,7.7,0.535,0,0,0,0,50,9,13,0,partial,22.1,low
A01571,workstation,user_lan,high,confidential,0,0,3.5,0.311,0,0,0,0,11,7,4,0,full,13.1,low
A01572,database,user_lan,critical,confidential,1,1,6.7,0.319,0,0,0,0,121,4,22,6,partial,73.7,critical
A01573,database,user_lan,medium,confidential,0,1,7.0,0.253,0,0,0,0,41,3,9,1,full,48.2,medium
A01574,cloud_vm,user_lan,critical,public,1,1,6.2,0.395,1,0,304,1,282,4,18,4,partial,85.4,critical
A01575,server,user_lan,high,restricted,0,1,3.9,0.204,1,1,736,1,637,7,6,1,full,61.6,high
A01576,server,user_lan,low,internal,1,0,7.6,0.238,0,0,0,0,3,11,23,8,full,61.2,high
A01577,cloud_vm,user_lan,medium,public,0,0,6.1,0.217,0,0,0,0,319,1,11,0,partial,13.4,low
A01578,cloud_vm,cloud,low,public,0,0,8.9,0.247,0,0,0,0,310,4,6,2,partial,25.0,medium
A01579,firewall,ot,high,internal,1,0,4.4,0.498,0,0,0,0,509,7,21,9,none,84.9,critical
A01580,cloud_vm,ot,medium,public,1,0,6.8,0.576,0,0,0,0,230,3,32,6,none,73.9,critical
A01581,cloud_vm,cloud,medium,confidential,1,0,6.2,0.469,0,0,0,0,3,7,15,3,partial,68.1,high
A01582,workstation,user_lan,high,restricted,0,0,8.6,0.521,1,1,66,1,685,5,10,7,full,62.1,high
A01583,workstation,cloud,medium,public,0,1,5.5,0.376,0,0,0,0,54,2,6,2,full,37.2,medium
A01584,workstation,server_lan,medium,confidential,1,1,7.6,0.502,1,0,190,1,284,9,22,10,partial,100.0,critical
A01585,web_app,user_lan,high,restricted,1,1,5.7,0.334,0,0,0,0,45,8,19,3,partial,70.6,high
A01586,firewall,server_lan,critical,public,1,0,7.9,0.24,0,0,0,0,43,18,23,2,full,45.8,medium
A01587,workstation,dmz,high,confidential,1,0,6.1,0.344,0,0,0,0,48,12,19,7,full,73.6,critical
A01588,database,ot,low,restricted,1,1,5.3,0.324,0,0,0,0,41,12,24,2,full,61.7,high
A01589,workstation,cloud,low,confidential,0,1,5.2,0.209,0,0,0,0,17,4,1,1,full,11.1,low
A01590,server,user_lan,low,internal,0,0,3.6,0.37,0,0,0,0,25,2,9,1,partial,22.4,low
A01591,server,server_lan,medium,restricted,1,0,9.2,0.369,0,0,0,0,55,6,25,5,full,61.7,high
A01592,server,user_lan,low,confidential,1,1,7.6,0.367,0,0,0,0,30,11,23,6,partial,83.1,critical
A01593,firewall,user_lan,critical,internal,1,0,6.9,0.547,0,0,0,0,6,4,17,1,full,61.8,high
A01594,workstation,cloud,high,internal,1,0,6.0,0.154,0,0,0,0,57,5,19,3,partial,54.4,high
A01595,cloud_vm,ot,medium,internal,1,0,6.2,0.415,0,0,0,0,397,10,19,6,none,82.2,critical
A01596,web_app,server_lan,low,internal,1,0,6.1,0.323,0,0,0,0,310,10,21,5,full,38.3,medium
A01597,server,server_lan,medium,internal,0,0,6.2,0.432,0,0,0,0,462,6,5,1,partial,39.2,medium
A01598,server,server_lan,medium,public,1,1,2.6,0.222,0,0,0,0,460,10,18,6,full,56.7,high
A01599,cloud_vm,dmz,high,restricted,1,0,7.5,0.447,0,0,0,0,509,13,23,6,partial,92.4,critical
A01600,workstation,server_lan,low,confidential,0,0,7.7,0.139,0,0,0,0,363,2,4,0,full,8.8,low
A01601,cloud_vm,dmz,high,internal,1,0,8.2,0.292,0,0,0,0,514,7,30,5,full,71.7,high
A01602,server,dmz,low,internal,1,0,7.6,0.294,0,0,0,0,172,14,23,1,full,60.0,high
A01603,web_app,server_lan,low,public,0,0,7.3,0.502,0,0,0,0,32,8,3,0,full,22.3,low
A01604,cloud_vm,server_lan,critical,public,1,1,4.1,0.593,0,0,0,0,24,8,18,7,full,56.9,high
A01605,server,cloud,low,confidential,1,1,4.4,0.209,0,0,0,0,692,9,14,2,partial,65.3,high
A01606,workstation,dmz,low,public,1,0,3.7,0.363,0,0,0,0,0,8,13,2,full,15.4,low
A01607,firewall,cloud,medium,restricted,1,1,8.2,0.369,0,0,0,0,178,7,24,5,partial,78.8,critical
A01608,workstation,server_lan,medium,internal,0,0,5.8,0.436,0,0,0,0,30,1,9,1,partial,20.4,low
A01609,workstation,dmz,low,public,1,0,7.0,0.452,0,0,0,0,39,14,18,1,partial,41.5,medium
A01610,workstation,dmz,low,restricted,1,0,6.2,0.569,0,0,0,0,18,9,17,3,partial,46.3,medium
A01611,workstation,user_lan,low,internal,1,1,5.7,0.582,0,0,0,0,11,5,24,3,partial,42.5,medium
A01612,cloud_vm,server_lan,medium,internal,1,0,7.7,0.645,0,0,0,0,473,10,31,7,partial,98.6,critical
A01613,cloud_vm,user_lan,low,public,0,1,8.2,0.234,0,0,0,0,71,6,7,1,partial,12.5,low
A01614,workstation,dmz,high,confidential,1,1,7.2,0.345,0,0,0,0,667,5,26,2,full,68.3,high
A01615,cloud_vm,ot,high,internal,1,0,7.0,0.696,0,0,0,0,74,4,18,4,none,80.7,critical
A01616,server,dmz,low,confidential,1,1,8.2,0.402,0,0,0,0,12,14,26,3,full,64.3,high
